Tipo_Acero_Limpio,Grado_Acero,Ciclo,Familia,Muestra_Probeta_Temp,Muestra,Test type,Muestra_Temp_TestType_Index,Tipo de muestra (Sin °C),Tubo,Alarg Max Req (merged),Alarg Min Req (merged),Alarg. Obt. (%) (merged),Fluencia 0.2% Obt (merged),Fluencia 0.5% Obt (merged),Fluencia 0.6% Obt (merged),Fluencia 0.7% Obt (merged),Fluencia Max Req (merged),Fluencia Min Req (merged),Fluencia Offset Obt (merged),Rotura Max Req (merged),Rotura Min Req (merged),Rotura Obt (merged),Dureza Ind. Máx. Obt 1 (merged),Dureza Ind. Max. Req (merged),Dureza Ind. Mín. Obt 1 (merged),Dureza Ind. Min. Req (merged),Dureza Prom. Máx. Obt 1 (merged),Dureza Prom. Max. Req (merged),Dureza Prom. Mín. Obt 1 (merged),Dureza Prom. Mín. Req (merged),Area Dúctil Indiv. Max. Req (%) (merged),Area Dúctil Indiv. Min. Obt (%) (merged),Area Dúctil Indiv. Min. Req (%) (merged),Area Dúctil Prom. Max. Req (%) (merged),Area Dúctil Prom. Min. Obt (%) (merged),Area Dúctil Prom. Min. Req (%) (merged),Energia Indiv. Max. Req. (J) (merged),Energia Indiv. Min. Obt. (J) (merged),Energia Indiv. Min. Req. (J) (merged),Energia Prom. Max. Req. (J) (merged),Energia Prom. Min. Obt. (J) (merged),Energia Prom. Min. Req. (J) (merged),Temp Ensayo Req (merged),Full File Path,OP,Tipo de probeta,Colada.1
DS446,X65QS-L450QS,71025,X65,4325003-6632081-620,4325003,Tracción,4325003-620-T1,620,15,,22,37,,527,,,570,450,524,760,535,625,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27802
DS446,X65QS-L450QS,71025,X65,4325003-6632085-620,4325003,Charpy,4325003-620-C1,620,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,251,45,,256,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27802
DS446,TN 70 HD,15267,,4335875-6646933-650,4335875,Tracción,4335875-650-T1,650,20,,25,41,,512,511,,621,483,518,,565,591,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Tracción segmento tubular - 38 mm - ASTM - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335875-6646936-650,4335875,Charpy,4335875-650-C1,650,20,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,296,64.8,,299,86.4,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Charpy V Transversal - Cuerpo - 7.5 mm - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335875-6647101-650,4335875,Dureza,4335875-650-D1,650,20,,,,,,,,,,,,,,12.6,,8.6,,12.6,,8.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335871-6646099-630,4335871,Tracción,4335871-630-T1,630,15,,25,39,,527,528,,621,483,526,,565,611,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Tracción segmento tubular - 38 mm - ASTM - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335871-6646102-630,4335871,Charpy,4335871-630-C1,630,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,273,64.8,,277,86.4,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Charpy V Transversal - Cuerpo - 7.5 mm - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335871-6646635-630,4335871,Dureza,4335871-630-D1,630,15,,,,,,,,,,,,,,15.3,,9.6,,14.7,,9.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335876-6646074-670,4335876,Tracción,4335876-670-T1,670,20,,25,38,,504,504,,621,483,504,,565,581,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Tracción segmento tubular - 38 mm - ASTM - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335876-6646077-670,4335876,Charpy,4335876-670-C1,670,20,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,300,64.8,,304,86.4,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Charpy V Transversal - Cuerpo - 7.5 mm - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335876-6646637-670,4335876,Dureza,4335876-670-D1,670,20,,,,,,,,,,,,,,15,,8.3,,13.3,,8.5,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,58435
DS446,X65QS-L450QS,71025,X65,4324619-6627677-640,4324619,Tracción,4324619-640-T1,640,15,,22,38,,531,,,570,450,529,760,535,625,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27803
DS446,X65QS-L450QS,71025,X65,4324619-6627681-640,4324619,Charpy,4324619-640-C1,640,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,271,45,,286,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27803
DS446,X65QS-L450QS,71025,X65,4325005-6632076-640,4325005,Tracción,4325005-640-T1,640,15,,22,39.5,,531,,,570,450,529,760,535,622,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27802
DS446,X65QS-L450QS,71025,X65,4325005-6632080-640,4325005,Charpy,4325005-640-C1,640,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,258,45,,263,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27802
DS446,TN 70 HD,15267,,4335872-6646906-650,4335872,Tracción,4335872-650-T1,650,15,,25,38.5,,522,523,,621,483,522,,565,599,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Tracción segmento tubular - 38 mm - ASTM - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335872-6646909-650,4335872,Charpy,4335872-650-C1,650,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,283,64.8,,288,86.4,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Charpy V Transversal - Cuerpo - 7.5 mm - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335872-6647102-650,4335872,Dureza,4335872-650-D1,650,15,,,,,,,,,,,,,,14.4,,9.6,,14.2,,10.2,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,58435
DS446,X65QS-L450QS,71025,X65,4324621-6627689-660,4324621,Tracción,4324621-660-T1,660,15,,22,37.5,,529,,,570,450,528,760,535,616,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27803
DS446,X65QS-L450QS,71025,X65,4324621-6627693-660,4324621,Charpy,4324621-660-C1,660,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,254,45,,279,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27803
DS446,TN 70 HD,15267,,4335873-6646083-670,4335873,Tracción,4335873-670-T1,670,15,,25,33.5,,497,498,,621,483,498,,565,571,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Tracción segmento tubular - 38 mm - ASTM - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335873-6646086-670,4335873,Charpy,4335873-670-C1,670,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,292,64.8,,295,86.4,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Charpy V Transversal - Cuerpo - 7.5 mm - Temp. Amb.,58435
DS446,TN 70 HD,15267,,4335873-6646636-670,4335873,Dureza,4335873-670-D1,670,15,,,,,,,,,,,,,,15,,8.1,,14.8,,8.5,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/219.08 x 10.59 – DS446 – TN 70 HD (15267).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,58435
DS446,X65QS-L450QS,71025,X65,4324624-6627716-680,4324624,Tracción,4324624-680-T1,680,15,,22,40.5,,524,,,570,450,524,760,535,613,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27803
DS446,X65QS-L450QS,71025,X65,4324624-6627720-680,4324624,Charpy,4324624-680-C1,680,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,292,45,,300,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27803
DS446,X65QS-L450QS,71025,X65,4325009-6632086-680,4325009,Tracción,4325009-680-T1,680,15,,22,39,,514,,,570,450,515,760,535,603,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,27802
DS446,X65QS-L450QS,71025,X65,4325009-6632090-680,4325009,Charpy,4325009-680-C1,680,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,267,45,,275,60,-29,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS446/114.30 x 12.70 – DS446  – X65QS-L450QS (71025).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,27802
DS516,X52-L360,70907,,4054882-6230480-655,4054882,Tracción,4054882-655-T1,655,22,,22,35.5,,393,,,530,370,393,760,460,505,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054882-6230480-655,4054882,Tracción,4054882-655-T2,655,22,,22,35.5,,393,,,530,370,393,760,460,505,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054882-6230484-655,4054882,Charpy,4054882-655-C1,655,22,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,133,,,141,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,89249
DS516,X52-L360,70907,,4054883-6230490-665,4054883,Tracción,4054883-665-T1,665,22,,22,34.5,,403,,,530,370,401,760,460,511,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054883-6230490-665,4054883,Tracción,4054883-665-T2,665,22,,22,34.5,,403,,,530,370,401,760,460,511,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054883-6230494-665,4054883,Charpy,4054883-665-C1,665,22,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,127,,,130,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,89249
DS516,X52-L360,70907,,4054881-6230470-675,4054881,Tracción,4054881-675-T1,675,22,,22,41,,390,,,530,370,389,760,460,502,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054881-6230470-675,4054881,Tracción,4054881-675-T2,675,22,,22,41,,390,,,530,370,389,760,460,502,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054881-6230474-675,4054881,Charpy,4054881-675-C1,675,22,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,134,,,139,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,89249
DS516,X52-L360,70907,,4054884-6230804-685,4054884,Tracción,4054884-685-T1,685,22,,22,36.5,,394,,,530,370,399,760,460,500,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054884-6230804-685,4054884,Tracción,4054884-685-T2,685,22,,22,36.5,,394,,,530,370,399,760,460,500,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4054884-6230808-685,4054884,Charpy,4054884-685-C1,685,22,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,129,,,137,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,89249
DS516,X52-L360,70907,,4055065-6230787-650,4055065,Tracción,4055065-650-T1,650,15,,22,39,,401,,,530,370,403,760,460,510,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4055065-6230787-650,4055065,Tracción,4055065-650-T2,650,15,,22,39,,401,,,530,370,403,760,460,510,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Tracción segmento tubular - 25.4 mm - API - Temp. Amb.,89249
DS516,X52-L360,70907,,4055065-6230791-650,4055065,Charpy,4055065-650-C1,650,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,136,,,136,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/168.30 x 6.50 – DS516 – X52-L360 (70907).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,89249
DS516,TN 45HD,15245,,4089050-6282610-650,4089050,Tracción,4089050-650-T1,650,15,,25,38.5,381,,,,448,310,,,434,501,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20993
DS516,TN 45HD,15245,,4089050-6282614-650,4089050,Charpy,4089050-650-C1,650,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,150,34,,153,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20993
DS516,TN 45HD,15243,,4095048-6293852-650,4095048,Tracción,4095048-650-T1,650,15,,28,32.5,405,,,,448,310,,,434,519,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20919
DS516,TN 45HD,15243,,4095048-6294423-650,4095048,Charpy,4095048-650-C1,650,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,150,34,,152,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20919
DS516,TN 45HD,15245,,4089051-6282627-670,4089051,Tracción,4089051-670-T1,670,15,,25,35.5,374,,,,448,310,,,434,486,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20993
DS516,TN 45HD,15245,,4089051-6282631-670,4089051,Charpy,4089051-670-C1,670,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,142,34,,145,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20993
DS516,TN 45HD,15243,,4095049-6293806-670,4095049,Tracción,4095049-670-T1,670,15,,28,34.5,388,,,,448,310,,,434,499,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20919
DS516,TN 45HD,15243,,4095049-6294424-670,4095049,Charpy,4095049-670-C1,670,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,150,34,,151,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20919
DS516,TN 45HD,15245,,4089052-6282633-690,4089052,Tracción,4089052-690-T1,690,15,,25,39,367,,,,448,310,,,434,483,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20993
DS516,TN 45HD,15245,,4089052-6282637-690,4089052,Charpy,4089052-690-C1,690,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,146,34,,148,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/107.95 x 6.35 – DS516 – TN 45HD (15245).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20993
DS516,TN 45HD,15243,,4095050-6293810-690,4095050,Tracción,4095050-690-T1,690,15,,28,36,394,,,,448,310,,,434,502,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Tracción segmento tubular - 25.4 mm - ASTM - Temp. Amb.,20919
DS516,TN 45HD,15243,,4095050-6294425-690,4095050,Charpy,4095050-690-C1,690,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,147,34,,150,39,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS516/139.70 x 7.72 – DS516 – TN 45HD (15243).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,20919
DS564,X70Q-L485Q,61666,X70,4144996-6371533-635,4144996,Tracción,4144996-635-T1,635,16,,19,29,,647,649,,635,485,648,760,570,697,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x 6.40 – DS564 - X70Q-L485Q (61666).xlsx,,Tracción segmento tubular - 38 mm - API - Temp. Amb.,52574
DS564,X70Q-L485Q,61666,X70,4144996-6371536-635,4144996,Charpy,4144996-635-C1,635,16,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,117,,,118,,-30,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x 6.40 – DS564 - X70Q-L485Q (61666).xlsx,,Charpy V Transversal - Cuerpo - 5 mm - Temp. Amb.,52574
DS564,X70Q-L485Q,61666,X70,4144996-6371537-635,4144996,Charpy,4144996-635-C2,635,16,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,113,,,116,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x 6.40 – DS564 - X70Q-L485Q (61666).xlsx,,Charpy V Transversal - Cuerpo - 5 mm - Temp. Amb.,52574
DS564,X70Q-L485Q,61666,X70,4144996-6371538-635,4144996,Charpy,4144996-635-C3,635,16,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,113,,,116,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x 6.40 – DS564 - X70Q-L485Q (61666).xlsx,,Charpy V Transversal - Cuerpo - 5 mm - Temp. Amb.,52574
DS564,X70Q-L485Q,61269,X70,4340871-6652449-500,4340871,Tracción,4340871-500-T1,500,20,,22,29,,618,,,635,485,606,760,570,708,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x12.70 – DS564 – X70Q-L485Q (61269).xlsx,,Tracción segmento tubular - 38 mm - API - Temp. Amb.,28306
DS564,X70Q-L485Q,61269,X70,4340871-6652452-500,4340871,Charpy,4340871-500-C1,500,20,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,212,,,215,27,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x12.70 – DS564 – X70Q-L485Q (61269).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,28306
DS564,X70Q-L485Q,61269,X70,4343604-6657627-450,4343604,Tracción,4343604-450-T1,450,5,,22,28,,647,,,635,485,636,760,570,772,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x12.70 – DS564 – X70Q-L485Q (61269).xlsx,,Tracción segmento tubular - 38 mm - API - Temp. Amb.,28306
DS564,X70Q-L485Q,61269,X70,4343604-6657630-450,4343604,Charpy,4343604-450-C1,450,5,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,205,,,226,27,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x12.70 – DS564 – X70Q-L485Q (61269).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,28306
DS564,X70Q-L485Q,61666,X70,4144997-6371501-645,4144997,Tracción,4144997-645-T1,645,16,,19,30,,556,558,,635,485,556,760,570,627,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS564/219.10 x 6.40 – DS564 - X70Q-L485Q (61666).xlsx,,Tracción segmento tubular - 38 mm - API - Temp. Amb.,52574
